base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
videti,privideti,pri,614315,21
videti,provideti,pro,614315,6
videti,razvideti,raz,614315,9
misliti,izmisliti,iz,598425,1248
misliti,razmisliti,raz,598425,1349
misliti,zamisliti,za,598425,4105
misliti,namisliti,na,595133,30
misliti,umisliti,u,594888,63
misliti,domisliti,do,594430,31
misliti,promisliti,pro,594430,176
dati,dodati,do,587832,24680
dati,izdati,iz,587832,7754
dati,predati,pre,587832,12875
dati,pridati,pri,587832,168
dati,prodati,pro,587832,6308
dati,udati,u,587832,4385
dati,zadati,za,587832,816
moći,domoći,do,580447,610
dati,razdati,raz,569473,17
dati,uzdati,uz,569473,2404
nalaziti,pronalaziti,pro,537229,2101
živeti,doživeti,do,520307,6053
živeti,preživeti,pre,520307,4453
živeti,proživeti,pro,520307,483
živeti,zaživeti,za,520307,391
moći,uzmoći,uz,436944,35
stajati,nastajati,na,420231,9791
stajati,prestajati,pre,420231,2360
stajati,pristajati,pri,420231,1250
stajati,ustajati,u,420231,3135
stajati,zastajati,za,416598,420
nalaziti,snalaziti,s,416552,175
stajati,dostajati,do,415239,10
stajati,odstajati,od,415239,34
stajati,sastajati,sa,415239,468
čuti,pročuti,pro,396385,323
čuti,začuti,za,395679,1322
čuti,načuti,na,393942,83
čuti,dočuti,do,393526,15
čuti,prečuti,pre,393526,11
čuti,pričuti,pri,393526,20
ići,izići,iz,375155,7375
ići,naići,na,375155,3715
ići,razići,raz,375155,609
ići,obići,ob,366393,4524
ići,podići,pod,366393,2172
ići,uzići,uz,366393,18
živeti,oživeti,o,345969,585
živeti,poživeti,po,341760,101
znati,doznati,do,317979,805
znati,priznati,pri,317979,7443
znati,saznati,sa,307821,6372
činiti,načiniti,na,304282,1898
činiti,učiniti,u,304282,18518
činiti,začiniti,za,280858,148
činiti,pričiniti,pri,277966,176
činiti,sačiniti,sa,277966,476
živeti,uživeti,u,266142,30
davati,dodavati,do,252031,7062
davati,izdavati,iz,252031,3906
davati,predavati,pre,252031,4621
davati,pridavati,pri,252031,834
davati,prodavati,pro,252031,6909
davati,udavati,u,252031,345
davati,zadavati,za,252031,401
davati,razdavati,raz,242915,16
davati,uzdavati,uz,242915,234
pisati,napisati,na,218307,16551
pisati,prepisati,pre,218307,349
pisati,pripisati,pri,218307,685
pisati,propisati,pro,218307,432
pisati,upisati,u,218307,4605
pisati,zapisati,za,218307,1326
pisati,dopisati,do,208693,46
igrati,zaigrati,za,199553,887
igrati,izigrati,iz,185702,73
hteti,prohteti,pro,180588,76
živeti,nadživeti,nad,174338,72
živeti,saživeti,sa,174338,44
držati,izdržati,iz,168487,1958
držati,zadržati,za,168487,8983
igrati,nadigrati,nad,168211,41
igrati,obigrati,ob,168211,11
igrati,odigrati,od,168211,1644
igrati,proigrati,pro,168211,7
igrati,razigrati,raz,168211,52
baciti,izbaciti,iz,167963,2284
baciti,prebaciti,pre,167963,3056
baciti,ubaciti,u,167963,1398
baciti,nabaciti,na,167142,62
baciti,zabaciti,za,167062,187
baciti,dobaciti,do,166856,351
baciti,odbaciti,od,166348,1069
baciti,podbaciti,pod,166348,19
vući,izvući,iz,163941,3119
vući,navući,na,163941,546
vući,privući,pri,163941,3593
vući,provući,pro,163941,320
vući,uvući,u,163941,766
vući,dovući,do,163925,238
vući,prevući,pre,163758,75
vući,odvući,od,163678,357
vući,podvući,pod,163678,250
vući,razvući,raz,163678,176
vući,zavući,za,163678,407
zvati,nazvati,na,162293,4762
zvati,prozvati,pro,162293,540
zvati,prizvati,pri,161071,235
držati,pridržati,pri,160813,118
držati,sadržati,sa,160813,6972
držati,uzdržati,uz,160813,455
uzeti,izuzeti,iz,159022,357
uzeti,preuzeti,pre,159022,11880
uzeti,zauzeti,za,159022,11863
stati,nastati,na,157384,21914
stati,prestati,pre,157384,7071
stati,pristati,pri,157384,2943
stati,ustati,u,157384,10852
stati,zastati,za,157384,1822
zvati,dozvati,do,157122,199
uzeti,obuzeti,ob,156854,1033
uzeti,oduzeti,od,156854,819
uzeti,poduzeti,pod,156854,229
stati,sastati,sa,155667,2487
zvati,sazvati,sa,152752,900
zvati,zazvati,za,152752,21
moći,pomoći,po,143503,6737
ostati,izostati,iz,140288,614
ostati,zaostati,za,140288,481
ostati,preostati,pre,138251,418
padati,dopadati,do,135009,1055
padati,napadati,na,135009,2570
padati,pripadati,pri,135009,37628
padati,propadati,pro,135009,694
padati,upadati,u,135009,699
padati,zapadati,za,134785,202
padati,prepadati,pre,132803,15
dobiti,pridobiti,pri,123441,479
dobiti,zadobiti,za,123441,864
pustiti,dopustiti,do,121054,1870
pustiti,napustiti,na,121054,13040
pustiti,prepustiti,pre,121054,1977
pustiti,propustiti,pro,121054,2413
pustiti,upustiti,u,121054,679
pustiti,zapustiti,za,120788,168
nalaziti,iznalaziti,iz,120677,45
pustiti,pripustiti,pri,120371,11
baviti,izbaviti,iz,112417,334
baviti,nabaviti,na,112417,1812
baviti,pribaviti,pri,112417,608
baviti,zabaviti,za,112417,454
staviti,dostaviti,do,108999,3164
staviti,nastaviti,na,108999,25978
staviti,prestaviti,pre,108659,63
pasti,napasti,na,106418,7509
pasti,pripasti,pri,106418,2746
pasti,upasti,u,106418,3020
pasti,zapasti,za,106418,962
staviti,pristaviti,pri,106246,27
staviti,sastaviti,sa,106246,949
staviti,ustaviti,u,106246,373
baviti,dobaviti,do,106150,69
pasti,prepasti,pre,101982,160
ticati,doticati,do,100688,460
ticati,proticati,pro,100688,3779
ticati,uticati,u,100688,14857
ticati,zaticati,za,100688,383
ticati,priticati,pri,100390,87
ticati,preticati,pre,98776,55
ticati,naticati,na,98389,20
baviti,probaviti,pro,97601,8
spavati,prespavati,pre,89146,203
spavati,uspavati,u,89137,219
spavati,naspavati,na,88293,36
spavati,odspavati,od,88293,68
spavati,prospavati,pro,88293,14
vratiti,navratiti,na,86933,152
vratiti,odvratiti,od,84216,1872
vratiti,uzvratiti,uz,84216,864
imati,poimati,po,78601,19
uzimati,preuzimati,pre,76661,3308
uzimati,zauzimati,za,76661,7012
uzimati,izuzimati,iz,74492,66
moliti,zamoliti,za,73992,1972
moliti,izmoliti,iz,73842,124
moliti,umoliti,u,73110,28
uzimati,obuzimati,ob,72735,382
uzimati,oduzimati,od,72735,457
uzimati,poduzimati,pod,72735,63
moliti,namoliti,na,72597,9
moliti,promoliti,pro,72597,81
trebati,zatrebati,za,72445,331
slušati,preslušati,pre,71901,38
slušati,naslušati,na,71622,29
slušati,odslušati,od,71622,43
slušati,saslušati,sa,71622,608
učiti,izučiti,iz,70910,351
učiti,naučiti,na,70910,6579
učiti,proučiti,pro,70910,461
učiti,obučiti,ob,67782,864
učiti,odučiti,od,67782,14
učiti,podučiti,pod,67782,68
učiti,preučiti,pre,67782,6
morati,primorati,pri,66901,1383
čekati,dočekati,do,61546,2318
pitati,upitati,u,61368,25287
pitati,zapitati,za,61368,1369
pitati,pripitati,pri,60569,9
čekati,pričekati,pri,60549,341
javiti,izjaviti,iz,60253,9384
javiti,najaviti,na,60253,3705
javiti,prijaviti,pri,60253,6216
čekati,sačekati,sa,59686,1504
javiti,dojaviti,do,58576,59
javiti,objaviti,ob,57173,5516
javiti,odjaviti,od,57173,188
početi,započeti,za,57015,13692
želeti,zaželeti,za,56587,90
vezati,zavezati,za,56165,97
vezati,uvezati,u,56058,72
vezati,privezati,pri,55994,118
vezati,obvezati,ob,55838,45
vezati,odvezati,od,55838,68
vezati,podvezati,pod,55838,5
vezati,razvezati,raz,55838,71
viditi,uviditi,u,54563,400
viditi,providiti,pro,54317,27
želeti,uželeti,u,53604,24
naći,pronaći,pro,51589,14726
skočiti,preskočiti,pre,51036,882
skočiti,uskočiti,u,50941,190
skočiti,priskočiti,pri,50909,129
skočiti,doskočiti,do,50548,28
skočiti,naskočiti,na,50548,21
skočiti,odskočiti,od,50548,151
skočiti,zaskočiti,za,50548,30
vršiti,dovršiti,do,50194,986
vršiti,izvršiti,iz,50194,11470
vršiti,navršiti,na,50194,287
vršiti,završiti,za,50194,29732
koristiti,okoristiti,o,49466,33
tražiti,zatražiti,za,49047,5309
trčati,dotrčati,do,48890,315
trčati,pretrčati,pre,48848,141
trčati,pritrčati,pri,48519,211
trčati,protrčati,pro,48519,63
trčati,utrčati,u,48519,50
trčati,zatrčati,za,48519,20
lagati,izlagati,iz,47824,2260
lagati,nalagati,na,47824,748
lagati,razlagati,raz,47824,216
lagati,ulagati,u,47824,1971
lagati,zalagati,za,47824,2757
lagati,prilagati,pri,47818,185
lagati,oblagati,ob,47770,37
lagati,odlagati,od,47770,291
tražiti,pretražiti,pre,47705,400
graditi,izgraditi,iz,47652,5443
graditi,nagraditi,na,47652,654
graditi,ugraditi,u,47652,734
graditi,razgraditi,raz,46592,63
graditi,pregraditi,pre,46199,52
stavljati,dostavljati,do,44640,1083
stavljati,nastavljati,na,44640,8838
stavljati,prestavljati,pre,44640,175
graditi,sagraditi,sa,43897,634
graditi,zagraditi,za,43897,12
stavljati,pristavljati,pri,42495,11
stavljati,sastavljati,sa,42495,384
stavljati,ustavljati,u,42495,93
birati,ubirati,u,41019,178
naći,iznaći,iz,40968,95
vršiti,prevršiti,pre,40942,47
kupiti,nakupiti,na,39847,154
kupiti,prikupiti,pri,39847,2017
kupiti,zakupiti,za,39847,182
praviti,napraviti,na,39730,16519
praviti,prepraviti,pre,39730,162
vraćati,navraćati,na,37844,161
birati,nabirati,na,37817,36
birati,prebirati,pre,37817,115
birati,pribirati,pri,37817,44
birati,probirati,pro,37817,12
birati,razbirati,raz,37817,7
birati,sabirati,sa,37817,107
okrenuti,preokrenuti,pre,37500,338
doći,pridoći,pri,37391,16
služiti,zaslužiti,za,37351,783
kupiti,sakupiti,sa,36793,629
praviti,upraviti,u,36731,121
praviti,pripraviti,pri,36219,25
voleti,zavoleti,za,36016,287
okrenuti,izokrenuti,iz,35836,22
okrenuti,zaokrenuti,za,35836,34
teći,priteći,pri,35674,231
teći,proteći,pro,35674,1298
teći,zateći,za,35674,2741
goreti,izgoreti,iz,35671,743
goreti,dogoreti,do,35554,40
goreti,nagoreti,na,35554,10
goreti,pregoreti,pre,35554,20
goreti,progoreti,pro,35554,10
goreti,razgoreti,raz,35554,26
goreti,sagoreti,sa,35554,71
goreti,zagoreti,za,35554,23
teći,uteći,u,35088,180
ostajati,izostajati,iz,34636,274
ostajati,preostajati,pre,34636,445
ostajati,zaostajati,za,34636,723
voleti,privoleti,pri,34319,117
dolaziti,pridolaziti,pri,34149,7
pratiti,propratiti,pro,33246,232
vikati,izvikati,iz,33227,71
vikati,navikati,na,33216,53
vikati,nadvikati,nad,33148,13
vikati,zavikati,za,33148,22
teći,doteći,do,32906,7
teći,nateći,na,32906,20
terati,naterati,na,32576,2449
terati,proterati,pro,32576,1079
terati,doterati,do,32536,273
viknuti,doviknuti,do,32515,373
viknuti,naviknuti,na,32515,1028
viknuti,odviknuti,od,32507,36
viknuti,podviknuti,pod,32507,78
viknuti,priviknuti,pri,32507,98
viknuti,uzviknuti,uz,32507,1363
piti,upiti,u,32441,579
vraćati,odvraćati,od,32412,197
vraćati,uzvraćati,uz,32412,223
terati,preterati,pre,32358,154
terati,uterati,u,32318,45
terati,priterati,pri,32267,39
terati,saterati,sa,32267,56
voleti,izvoleti,iz,32250,342
piti,napiti,na,32226,843
piti,propiti,pro,31937,38
gurati,dogurati,do,31897,114
gurati,progurati,pro,31858,82
gurati,ugurati,u,31814,123
gurati,izgurati,iz,31811,107
gurati,nagurati,na,31732,20
gurati,odgurati,od,31732,17
gurati,pregurati,pre,31732,11
piti,pripiti,pri,31724,87
smatrati,osmatrati,o,31553,57
smatrati,posmatrati,po,31553,2682
čitati,pročitati,pro,31536,4880
puštati,dopuštati,do,30735,1403
puštati,napuštati,na,30735,4138
puštati,prepuštati,pre,30735,644
puštati,propuštati,pro,30735,720
puštati,upuštati,u,30735,481
letiti,uletiti,u,30537,112
letiti,izletiti,iz,30365,130
letiti,doletiti,do,30330,8
letiti,naletiti,na,30330,88
letiti,odletiti,od,30330,70
letiti,preletiti,pre,30330,50
letiti,proletiti,pro,30330,42
čitati,dočitati,do,30243,8
čitati,načitati,na,30243,9
puštati,zapuštati,za,30180,8
leteti,naleteti,na,29791,331
leteti,preleteti,pre,29791,234
leteti,uleteti,u,29791,206
leteti,doleteti,do,29769,125
pratiti,dopratiti,do,29704,80
leteti,proleteti,pro,29688,101
leteti,izleteti,iz,29687,148
leteti,odleteti,od,29533,178
leteti,razleteti,raz,29533,50
leteti,saleteti,sa,29533,19
leteti,uzleteti,uz,29533,75
leteti,zaleteti,za,29533,35
živjeti,doživjeti,do,29417,300
živjeti,preživjeti,pre,29417,364
računati,izračunati,iz,29262,1374
računati,uračunati,u,29262,168
deliti,dodeliti,do,29140,2650
deliti,razdeliti,raz,29140,183
računati,proračunati,pro,29137,124
voziti,dovoziti,do,28411,132
voziti,izvoziti,iz,28411,633
voziti,prevoziti,pre,28411,818
voziti,uvoziti,u,28411,322
računati,preračunati,pre,28096,36
jahati,ujahati,u,28068,23
jahati,dojahati,do,28031,43
jahati,izjahati,iz,28031,35
jahati,odjahati,od,28031,95
jahati,projahati,pro,28031,83
jahati,uzjahati,uz,28031,148
jahati,zajahati,za,28031,29
pričati,prepričati,pre,27893,92
računati,obračunati,ob,27503,155
pričati,napričati,na,27175,26
stupiti,nastupiti,na,26912,4330
stupiti,pristupiti,pri,26912,4497
stupiti,ustupiti,u,26912,1051
viti,razviti,raz,26858,8928
viti,priviti,pri,26835,122
viti,uviti,u,26835,222
viti,zaviti,za,26835,131
viti,previti,pre,26821,71
viti,izviti,iz,26814,161
viti,nadviti,nad,26814,68
viti,naviti,na,26814,39
viti,odviti,od,26814,99
viti,podviti,pod,26814,48
viti,saviti,sa,26814,1024
raditi,doraditi,do,26588,30
voziti,odvoziti,od,26341,48
činiti,počiniti,po,26316,917
služiti,odslužiti,od,25866,77
služiti,uslužiti,u,25866,65
živiti,doživiti,do,25866,552
živiti,preživiti,pre,25866,211
živiti,uživiti,u,25816,20
ljubiti,zaljubiti,za,25617,1546
ljubiti,priljubiti,pri,25546,187
ljubiti,izljubiti,iz,25511,40
ljubiti,naljubiti,na,25511,5
ljubiti,obljubiti,ob,25511,17
upitati,priupitati,pri,25040,28
micati,izmicati,iz,24889,327
micati,namicati,na,24889,11
micati,odmicati,od,24889,351
micati,primicati,pri,24889,242
micati,promicati,pro,24889,314
micati,razmicati,raz,24889,39
micati,uzmicati,uz,24889,124
micati,zamicati,za,24889,51
goniti,progoniti,pro,24732,625
goniti,nagoniti,na,24709,310
dodati,pridodati,pri,24680,272
sećati,prisećati,pri,24667,598
goniti,izgoniti,iz,24606,28
značiti,naznačiti,na,24523,638
sećati,dosećati,do,24504,74
sećati,podsećati,pod,24504,2536
dobijati,pridobijati,pri,24473,52
dobijati,zadobijati,za,24473,134
goniti,dogoniti,do,24367,12
goniti,odgoniti,od,24367,16
goniti,pregoniti,pre,24367,13
goniti,razgoniti,raz,24367,34
vladati,prevladati,pre,23690,269
vladati,zavladati,za,23690,1029
nuditi,iznuditi,iz,23632,166
nuditi,prinuditi,pri,23632,532
stupiti,odstupiti,od,23558,147
stupiti,prestupiti,pre,23558,9
stupiti,zastupiti,za,23558,30
roditi,izroditi,iz,22330,332
roditi,uroditi,u,22330,276
deliti,izdeliti,iz,21055,13
deliti,udeliti,u,21055,51
voditi,svoditi,s,20899,688
ličiti,priličiti,pri,20843,638
stizati,dostizati,do,20654,2277
stizati,pristizati,pri,20654,676
stizati,prestizati,pre,20039,54
ličiti,naličiti,na,19905,35
ličiti,zaličiti,za,19905,7
moći,smoći,s,19797,5
meriti,izmeriti,iz,19174,580
meriti,zameriti,za,19174,322
roditi,naroditi,na,18950,30
juriti,dojuriti,do,18884,98
juriti,izjuriti,iz,18884,55
juriti,odjuriti,od,18884,277
juriti,projuriti,pro,18884,81
juriti,razjuriti,raz,18884,9
meriti,nameriti,na,18741,113
dati,nadati,na,18359,1588
dati,odati,o,18359,482
dati,podati,po,18359,74
desiti,zadesiti,za,18301,901
putovati,doputovati,do,18123,400
putovati,proputovati,pro,18123,182
stizati,sustizati,su,18070,77
žeti,prožeti,pro,17961,221
žeti,sažeti,sa,17961,90
žeti,užeti,u,17961,15
počinjati,započinjati,za,17873,3519
vratiti,povratiti,po,17801,2226
vratiti,svratiti,s,17801,96
meriti,odmeriti,od,17545,382
meriti,premeriti,pre,17545,19
meriti,primeriti,pri,17545,18
meriti,razmeriti,raz,17545,23
meriti,umeriti,u,17545,47
platiti,naplatiti,na,17448,441
desiti,udesiti,u,17346,931
platiti,uplatiti,u,17233,603
vladati,nadvladati,nad,17131,125
vladati,savladati,sa,17131,1476
udarati,izudarati,iz,16906,45
ćutati,prećutati,pre,16899,164
udarati,zaudarati,za,16882,157
ćutati,ućutati,u,16868,322
ćutati,zaćutati,za,16868,313
udarati,odudarati,od,16846,145
udarati,podudarati,pod,16846,186
hvatati,prihvatati,pri,16740,3614
hvatati,zahvatati,za,16740,1346
izlaziti,proizlaziti,pro,16649,618
trajati,dotrajati,do,16456,158
seći,preseći,pre,16449,787
seći,useći,u,16449,132
slediti,naslediti,na,16265,4378
slediti,proslediti,pro,16265,473
slediti,uslediti,u,16265,4962
hvatati,dohvatati,do,16252,17
hvatati,nahvatati,na,16252,33
seći,proseći,pro,16222,27
seći,zaseći,za,16160,39
seći,naseći,na,16121,18
seći,odseći,od,16121,224
seći,podseći,pod,16121,13
seći,saseći,sa,16121,38
setiti,prisetiti,pri,16003,458
setiti,dosetiti,do,15912,588
platiti,preplatiti,pre,15900,9
ležati,preležati,pre,15891,74
dizati,izdizati,iz,15886,1766
setiti,podsetiti,pod,15845,2704
dizati,pridizati,pri,15741,39
dizati,uzdizati,uz,15741,599
dizati,zadizati,za,15741,27
bivati,dobivati,do,15723,594
raditi,poraditi,po,15515,18
plašiti,uplašiti,u,15447,1527
plašiti,zaplašiti,za,15447,183
metati,dometati,do,15193,8
metati,izmetati,iz,15193,19
metati,nadmetati,nad,15193,190
metati,nametati,na,15193,832
metati,podmetati,pod,15193,57
metati,premetati,pre,15193,90
metati,primetati,pri,15193,37
metati,prometati,pro,15193,13
metati,razmetati,raz,15193,130
metati,umetati,u,15193,24
metati,zametati,za,15193,26
plašiti,preplašiti,pre,15182,236
putovati,naputovati,na,15150,5
rastati,izrastati,iz,14971,290
rastati,narastati,na,14971,285
maknuti,izmaknuti,iz,14932,301
maknuti,odmaknuti,od,14932,355
maknuti,primaknuti,pri,14932,309
maknuti,promaknuti,pro,14932,181
maknuti,razmaknuti,raz,14932,100
maknuti,umaknuti,u,14932,161
maknuti,uzmaknuti,uz,14932,66
maknuti,zamaknuti,za,14932,76
rastati,prerastati,pre,14906,105
bivati,prebivati,pre,14898,147
baviti,obaviti,o,14816,1418
postaviti,zapostaviti,za,14786,91
rastati,zarastati,za,14738,56
poznavati,prepoznavati,pre,14709,1852
poznavati,upoznavati,u,14709,1796
uživati,nauživati,na,14553,20
uživati,oduživati,od,14553,9
nositi,ponositi,po,14467,115
nositi,snositi,s,14467,270
kazivati,dokazivati,do,14432,1811
kazivati,prikazivati,pri,14432,8142
kazivati,ukazivati,u,14432,8022
kazivati,zakazivati,za,14407,187
kazivati,prokazivati,pro,14322,12
rastati,dorastati,do,14273,9
rastati,odrastati,od,14273,161
suditi,presuditi,pre,14091,342
suditi,usuditi,u,14091,982
suditi,dosuditi,do,13852,89
suditi,prosuditi,pro,13558,51
disati,udisati,u,13464,385
disati,izdisati,iz,13439,80
otkriti,razotkriti,raz,13407,242
disati,prodisati,pro,13390,9
disati,uzdisati,uz,13390,315
ležati,odležati,od,13370,87
pomoći,pripomoći,pri,12975,27
gubiti,izgubiti,iz,12920,15958
učestvovati,saučestvovati,sa,12869,30
ostaviti,izostaviti,iz,12754,295
značiti,označiti,o,12740,2030
videti,svideti,s,12700,221
naći,ponaći,po,12665,103
naći,snaći,s,12665,202
tvrditi,utvrditi,u,12577,7069
bivati,izbivati,iz,12412,23
ući,vući,v,12317,263
viđati,uviđati,u,12246,614
rešiti,razrešiti,raz,12194,459
viđati,izviđati,iz,12026,31
viđati,previđati,pre,11864,43
viđati,priviđati,pri,11864,62
patiti,propatiti,pro,11625,101
patiti,napatiti,na,11525,24
patiti,prepatiti,pre,11525,19
patiti,zapatiti,za,11525,22
služiti,poslužiti,po,11485,1643
pisati,opisati,o,11480,4175
pisati,popisati,po,11480,63
pisati,raspisati,ras,11480,322
svirati,zasvirati,za,11406,114
naglasiti,prenaglasiti,pre,11375,16
uhvatiti,obuhvatiti,ob,11358,1358
uhvatiti,poduhvatiti,pod,11358,40
čuvati,pričuvati,pri,11190,29
čuvati,sačuvati,sa,11190,2362
formirati,rasformirati,ras,11046,81
lomiti,prelomiti,pre,10809,183
lomiti,izlomiti,iz,10665,63
lomiti,odlomiti,od,10665,18
lomiti,prolomiti,pro,10665,72
lomiti,salomiti,sa,10665,6
lomiti,zalomiti,za,10665,10
braniti,zabraniti,za,10539,1728
boriti,izboriti,iz,10365,2013
osećati,saosećati,sa,10340,48
ustati,odustati,od,10261,1156
žaliti,zažaliti,za,10213,97
sesti,usesti,u,10194,12
sesti,zasesti,za,10194,66
igrati,naigrati,na,10177,5
igrati,poigrati,po,10177,8
znati,poznati,po,10158,263
trajati,potrajati,po,10101,440
žaliti,prežaliti,pre,10086,34
žaliti,sažaliti,sa,10086,114
jesti,ujesti,u,9996,195
gubiti,zagubiti,za,9964,58
želeti,poželeti,po,9954,165
izvesti,proizvesti,pro,9907,3139
izvoditi,proizvoditi,pro,9863,8689
svirati,odsvirati,od,9790,128
svirati,prosvirati,pro,9790,21
voditi,povoditi,po,9776,16
liti,izliti,iz,9766,177
liti,preliti,pre,9766,191
liti,uliti,u,9766,219
liti,proliti,pro,9754,115
liti,zaliti,za,9751,137
liti,doliti,do,9745,32
liti,naliti,na,9745,83
liti,obliti,ob,9745,422
liti,podliti,pod,9745,11
liti,saliti,sa,9745,32
jesti,izjesti,iz,9663,21
tući,pretući,pre,9622,214
zvati,pozvati,po,9541,2678
rušiti,narušiti,na,9540,544
rušiti,prerušiti,pre,9540,125
rušiti,razrušiti,raz,9540,148
rušiti,urušiti,u,9540,196
tući,dotući,do,9475,50
tući,natući,na,9450,41
tući,utući,u,9450,105
visiti,zavisiti,za,9448,7969
boraviti,zaboraviti,za,9392,5501
visiti,nadvisiti,nad,9381,26
visiti,uzvisiti,uz,9381,107
rešiti,odrešiti,od,9377,38
pucati,upucati,u,9358,163
pominjati,napominjati,na,9283,791
gaziti,pregaziti,pre,9257,281
vršiti,svršiti,s,9252,121
gaziti,nagaziti,na,9208,75
gaziti,zagaziti,za,9198,93
gaziti,izgaziti,iz,9179,46
gaziti,ugaziti,u,9179,39
viriti,izviriti,iz,9159,1109
viriti,zaviriti,za,9142,247
reći,poreći,po,9135,84
viriti,naviriti,na,9129,28
viriti,priviriti,pri,9129,28
viriti,proviriti,pro,9129,210
davati,odavati,o,9116,404
mešati,izmešati,iz,9099,294
mešati,umešati,u,9099,1069
rušiti,obrušiti,ob,9093,94
glasiti,naglasiti,na,9084,12164
glasiti,proglasiti,pro,9084,5666
brojati,nabrojati,na,9015,137
brojati,prebrojati,pre,9015,111
pucati,pripucati,pri,8960,40
razgovarati,narazgovarati,na,8955,7
pucati,zapucati,za,8946,47
pretiti,zapretiti,za,8869,553
ući,obući,ob,8838,2402
izaći,proizaći,pro,8797,415
ići,prići,pr,8762,883
ići,sići,s,8762,289
stići,dostići,do,8738,2889
stići,postići,po,8738,11223
stići,prestići,pre,8738,161
stići,pristići,pri,8738,478
vijati,dovijati,do,8657,35
vijati,izvijati,iz,8657,159
vijati,nadvijati,nad,8657,80
vijati,navijati,na,8657,147
vijati,obvijati,ob,8657,9
vijati,odvijati,od,8657,2568
vijati,previjati,pre,8657,111
vijati,privijati,pri,8657,83
vijati,razvijati,raz,8657,4633
vijati,savijati,sa,8657,1014
vijati,uvijati,u,8657,697
vijati,zavijati,za,8657,169
tražiti,potražiti,po,8643,622
glasiti,razglasiti,raz,8636,67
hraniti,nahraniti,na,8613,245
hraniti,prehraniti,pre,8613,164
pevati,zapevati,za,8499,295
vršiti,površiti,po,8420,119
isticati,proisticati,pro,8361,635
doći,nadoći,na,8344,12
stupati,nastupati,na,8329,10116
stupati,pristupati,pri,8329,826
stupati,ustupati,u,8329,281
stupati,zastupati,za,8329,2157
šetati,prošetati,pro,8312,597
sedati,zasedati,za,8254,189
skakati,preskakati,pre,8243,199
sedati,nasedati,na,8234,38
sedati,odsedati,od,8234,57
sedati,presedati,pre,8234,14
sedati,prosedati,pro,8234,10
